country_code,found_country,longitude,address,latitude,country_name,used,continent,timestamp,alt_addr,no_result
GB,True,-0.1876332,"Kensington,Palace,London,England",51.505099,England,0,Europe,,,
GB,True,-1.2700819,"Osborne House,Isle of Wight,England",50.7505772,England,0,Europe,,,
GB,True,-0.5982911,"Royal Mausoleum,Frogmore,Berkshire,England",51.4740348,England,0,Europe,,,
DE,True,10.4478313,"Schloss Rosenau,Near Coburg,Germany",51.1638175,Germany,0,Europe,,,
GB,True,-0.6040419,"Windsor Castle,Berkshire,England",51.4837886,England,0,Europe,,,
GB,True,-0.597552,"Royal Masoleum,Frogmore,Windsor,England",51.4756084,England,0,Europe,,,
GB,True,-0.1438839,"Buckingham,Palace,London,England",51.4978676,England,0,Europe,,,
GB,True,-0.1430045,"Throne Room,Buckingham Palac,England",51.5008349,England,0,Europe,,,
DE,True,8.5085855,"Friedrichshof,Near,Kronberg,Taunus",50.1796561,Germany,0,Europe,,,
DE,True,13.0435766,"Friedenskirche,Potsdam",52.4012197,Germany,0,Europe,,,
GB,True,-0.6040419,"Windsor,Berkshire,England",51.4837886,England,0,Europe,,,
DE,True,8.651177,"Darmstadt,,,Germany",49.872775,Germany,0,Europe,,,
GB,True,-0.1373398,"Schomberg House,Pall Mall,London,England",51.5052863,England,0,Europe,,,
GB,True,-0.3355844,"Frogmore,,,England",51.7190385,England,0,Europe,,,
GB,True,-0.6931739,"Bagshot Park,Surrey",51.3713707,United Kingdom,0,Europe,,,
FR,True,7.0134418,Cannes,43.5515198,France,0,Europe,,,
GB,True,-0.1329998,"Bantridge Park,Balcombe,Sussex,England",51.0573017,England,0,Europe,,,
DK,True,12.5700724,"Yellow Palace,Copenhagen,Denmark",55.6867243,Denmark,0,Europe,,,
GB,True,0.4318137,"Sandringham,,Norfolk,England",52.8427652,England,0,Europe,,,
GB,True,-0.6040419,"St. George Chap.,Windsor,Berkshire,England",51.4837886,England,0,Europe,,,
GB,True,-0.5944637,"Frogmore House,Windsor,Berkshire,England",51.4743933,England,0,Europe,,,
GB,True,-0.1360297,"Marlborough Hse,London,England",51.504975,England,0,Europe,,,
GB,True,0.4318137,"Sandringham,Norfolk,England",52.8427652,England,0,Europe,,,
GB,True,-1.031873,"Windsor Castle,St. George Chap.,Berkshire,England",51.4534889,England,0,Europe,,,
GB,True,-0.0953269,"Marlborough,House,London,England",51.5704927,England,0,Europe,,,
GB,True,-0.1547569,"Portman Square,London,England",51.516013,England,0,Europe,,,
GB,True,-0.8946441,"Coppins,Iver,Bucks,England",51.7834994,England,0,Europe,,,
GB,True,-0.1277653,"London,England",51.5074456,England,0,Europe,,,
DE,True,13.0158969,"Neues Palais,Potsdam,Germany",52.4013836,Germany,0,Europe,,,
DE,True,13.0435766,"Friedenskirche,Potsdam,Germany",52.4012197,Germany,0,Europe,,,
DE,True,13.3951309,"Berlin,Germany",52.5173885,Germany,0,Europe,,,
NL,True,5.3445416,"Haus Doorn,Netherlands",52.030836,Netherlands,0,Europe,,,
DE,True,9.0376388,Arolsen,51.3649894,Germany,0,Europe,,,
AT,True,11.5261028,Tyrol,47.223193,Austria,0,Europe,,,
GB,True,-1.2703607,"Whippingham Ch.,Isle of Wight,England",50.740502,England,0,Europe,,,
CH,True,6.6327025,Lausanne,46.5218269,Switzerland,0,Europe,,,
GB,True,-0.6040419,"St. George's,Chapel,Windsor Castle,England",51.4837886,England,0,Europe,,,
GB,True,-0.3008938,"White Lodge,Richmond Park,Surrey,England",51.3368965,England,0,Europe,,,
FR,True,2.3483915,"Paris,,,France",48.8534951,France,0,Europe,,,
GB,True,-0.597552,"Frogmore,Windsor,Berkshire,England",51.4756084,England,0,Europe,,,
GB,True,0.5162681,"York Cottage,Sandringham,Norfolk,England",52.8262326,England,0,Europe,,,
GB,True,-0.6040419,"St. George Chap.,,Windsor,England",51.4837886,England,0,Europe,,,
GB,True,-1.5287425,"Harewood House,Yorkshire,,England",53.8948932,England,0,Europe,,,
GB,True,-3.6957832,"Morven,,,Scotland",58.233703,Scotland,0,Europe,,,
GB,True,0.4625821,"Wood Farm,Wolferton,Norfolk,England",52.8293207,England,0,Europe,,,
GB,True,0.4318137,"Sandringham,Norfolk,,England",52.8427652,England,0,Europe,,,
RU,True,30.4069376,"Tsarskoye Selo,Pushkin,,Russia",59.7205467,Russian Federation,0,Europe,,,
RU,True,60.6007886,"Ekaterinburg,,,Russia",56.8382071,Russian Federation,0,Europe,,,
RU,True,97.7453061,"Livadia,Crimea,Near Yalta,Russia",64.6863136,Russian Federation,0,Europe,,,
RU,True,30.316229,"Cathedral of the,Fortress of P&P,St. Petersburg,Russia",59.938732,Russian Federation,0,Europe,,,
DK,True,12.5700724,"Copenhagen,,,Denmark",55.6867243,Denmark,0,Europe,,,
RU,True,97.7453061,"Alexander Palace,Tsarskoe Selo,,Russia",64.6863136,Russian Federation,0,Europe,,,
RU,True,30.2046418,"Peterhof,Near,St. Petersburg,Russia",59.9372321,Russian Federation,0,Europe,,,
GB,True,-0.1277653,",,London,England",51.5074456,England,0,Europe,,,
GB,True,-0.1330007,"17 Bruton St.,London,W1,England",51.5242031,England,0,Europe,,,
GB,True,-3.0019917,"Glamis Castle,,Angus,Scotland",56.620378,Scotland,0,Europe,,,
GR,True,19.9261335,"Isle of Kerkira,Mon Repos,Corfu,Greece",39.6062313,Greece,0,Europe,,,
GB,True,-2.9690906,"Buckingham,Palace,Music Room,England",53.4011337,England,0,Europe,,,
GB,True,0.2605632,"Clarence House,St. James,,England",51.1323289,England,0,Europe,,,
GB,True,-1.2649062,",,,England",52.5310214,England,0,Europe,,,
GB,True,-0.1438839,"Belgian Suite,Buckingham,Palace,England",51.4978676,England,0,Europe,,,
GB,True,-0.1743245,"St. Mary's Hosp.,Paddington,London,England",51.517434,England,0,Europe,,,
GB,True,-0.1438839,"Music Room,Buckingham,Palace,England",51.4978676,England,0,Europe,,,
GB,True,-0.1744856,"St. Marys Hosp.,Paddington,London,England",51.5161629,England,0,Europe,,,
GB,True,0.5059864,"Park House,Sandringham,Norfolk,England",52.8278528,England,0,Europe,,,
GB,True,1.5342585,"Sandringham,Church,Norfolk,England",52.7099372,England,0,Europe,,,
GR,True,23.7348324,"Athens,Greece",37.9755648,Greece,0,Europe,,,
GB,True,-0.1876332,"Kensington,Palace,,England",51.505099,England,0,Europe,,,
GB,True,-0.1543078,"3 Belgrave Sq.,,England",51.5001785,England,0,Europe,,,
US,True,-100.445882,",,,U.S.A.",39.7837304,USA,0,North America,,,
DK,True,12.5671103,"Charlottenlund,Denmark",55.7552973,Denmark,0,Europe,,,
DE,True,13.0591397,"Potsdam,Germany",52.4009309,Germany,0,Europe,,,
DE,True,8.6820917,"Frankfurt,Germany",50.1106444,Germany,0,Europe,,,
GR,True,23.9290924,"Tatoi,Near Athens,Greece",37.8806976,Greece,0,Europe,,,
RU,True,97.7453061,"Alapayevsk,Ural Mts.,,Russia",64.6863136,Russian Federation,0,Europe,,,
DE,True,13.0392969,"Hesse-Darmstadt,Palace,,Germany",52.4043474,Germany,0,Europe,,,
GB,True,-0.0978552,"Hadley Common,Hertfordshire,England",51.8400523,England,0,Europe,,,
GB,True,-0.6040419,"Private Chapel,Windsor Castle,Berkshire,England",51.4837886,England,0,Europe,,,
GB,True,-2.127567,"Near,Wolverhampton,England",52.5847651,England,0,Europe,,,
US,True,-82.3184486,Barnwell Church,35.4470624,United States,0,North America,,,
RU,True,30.316229,"St. Petersburg,,,Russia",59.938732,Russian Federation,0,Europe,,,
CH,True,8.5410422,"Zurich,,,Switzerland",47.3744489,Switzerland,0,Europe,,,
GB,True,0.5375244,"Eastwell Park,Kent,England",51.2786846,England,0,Europe,,,
RO,True,25.5481496,"Castle Pelesch,Sinaia,Romania",45.345476,Romania,0,Europe,,,
MT,True,14.3951627,Malta,35.9311442,Malta,0,Europe,,,
IE,True,-8.7305427,"Donegal Bay,County Sligo,Ireland",54.1929861,Ireland,0,Europe,,,
GB,True,-0.5092749,"Coppins,,England",51.5258257,England,0,Europe,,,
GB,True,0.1281046,"Thatched House,Lodge,,England",51.3114688,England,0,Europe,,,
GB,True,-0.3163099,"Thatched House,Lodge,Richmond Park,England",51.4144119,England,0,Europe,,,
GB,True,-0.0896031,"Kings College,Hospital,Denmark Hill",51.468043,United Kingdom,0,Europe,,,
DE,True,13.0591397,Potsdam,52.4009309,Germany,0,Europe,,,
GB,True,-0.1384107,"Clarence House,London,,England",51.5039837,England,0,Europe,,,
GB,True,-0.6939678,Bagshot Park,51.3674201,United Kingdom,0,Europe,,,
SE,True,18.0710935,"Stockholm,Sweden",59.3251172,Sweden,0,Europe,,,
SE,True,12.703706,Helsingborg,56.0442098,Sweden,0,Europe,,,
CN,True,113.9777082,"Royal Cemetery,Haga Castle Park",22.4056056,China,0,Asia,,,
GB,True,-2.1163757,"Mar Lodge,Braemar,Aberdeenshire,England",57.05529,England,0,Europe,,,
FR,True,2.3483915,Paris,48.8534951,France,0,Europe,,,
GB,True,0.4673371,"Castle Rising,Norfolk,England",52.7969167,England,0,Europe,,,
GB,True,1.3784493,"Grey Friars,Church,London,England",51.2189247,England,0,Europe,,,
GB,True,-1.2952483,"Norfolk-House,St. James Square,London,England",50.6995104,England,0,Europe,,,
GB,True,-0.6040419,"Windsor Castle,Windsor,Berkshire,England",51.4837886,England,0,Europe,,,
GB,True,-0.6040419,"St. George Chap.,Windsor Castle,Berkshire,England",51.4837886,England,0,Europe,,,
DE,True,12.847677,Mirow,53.2851568,Germany,0,Europe,,,
GB,True,-0.2950549,Kew Palace,51.4838317,United Kingdom,0,Europe,,,
GB,True,-0.6040419,"St. George Chap.,Windsor,,England",51.4837886,England,0,Europe,,,
GB,True,0.0810511,"Buckingham House,,London,England",51.4404664,England,0,Europe,,,
GB,True,-3.237657,"Sidmouth,Devon,,England",50.6790033,England,0,Europe,,,
DE,True,10.964561,Coburg,50.2582226,Germany,0,Europe,,,
GB,True,-0.5944637,"Frogmore House,Windsor,,England",51.4743933,England,0,Europe,,,
DE,True,11.0377839,Thuringia,50.9014721,Germany,0,Europe,,,
FR,True,2.3483915,"Paris,France",48.8534951,France,0,Europe,,,
US,True,-71.0717763,Carlton House,42.3531675,United States,0,North America,,,
GB,True,-0.3980983,"Claremont House,Esher,Surrey,England",51.3660701,England,0,Europe,,,
GB,True,-0.6067923,"St George Chapel,Windsor,England",51.4836506,England,0,Europe,,,
RU,True,30.311686,"Fortress of,Peter and Paul,,Russia",59.9500646,Russian Federation,0,Europe,,,
RU,True,42.44,"Abbas Tuman,Caucasus,Russia",43.345,Russian Federation,0,Europe,,,
RU,True,37.6055105,"Peter and Paul,Cathedral,,Russia",55.7445243,Russian Federation,0,Europe,,,
RU,True,56.2318528,"Perm,,,Russia",58.0108531,Russian Federation,0,Europe,,,
CA,True,-79.3250179,"East Toronto,Ontario,,Canada",43.6901603,Canada,0,North America,,,
CA,True,-79.4245953,"York Cemetery,Toronto,Ontario,Canada",43.7642978,Canada,0,North America,,,
CH,True,8.2319736,Switzerland,46.7985624,Switzerland,0,Europe,,,
GB,True,-0.1519627,"27 Welbech St.,Marylebone,London,England",51.5196374,England,0,Europe,,,
GB,True,-3.074175,Birkhall,57.028846,United Kingdom,0,Europe,,,
GB,True,-0.1423506,"St. James Palace,London,England",51.4987815,England,0,Europe,,,
GB,True,-0.1410021,"Rutland House,Arlington St.,London,England",51.5071834,England,0,Europe,,,
GB,True,0.0810511,"Buckingham House,London,England",51.4404664,England,0,Europe,,,
GB,True,-0.1345942,"Buckingham House,St. James Park,London,England",51.4992816,England,0,Europe,,,
DE,True,9.1895147,Ludwigsburg,48.8953937,Germany,0,Europe,,,
GB,True,-0.0955147,Buckingham House,51.5694535,United Kingdom,0,Europe,,,
GB,True,0.2605632,"Clarence House,St. James",51.1323289,United Kingdom,0,Europe,,,
DE,True,8.5485912,"Frankfurt,-am-Main",50.0958411,Germany,0,Europe,,,
DE,True,9.675882,Herrenhausen,52.407334,Germany,0,Europe,,,
GB,True,-0.1492301,"Gloucester House,Piccadilly,London,England",51.5039979,England,0,Europe,,,
GB,True,-0.1991229,"Vicarage Place,Kensington",51.4989948,United Kingdom,0,Europe,,,
GB,True,-0.6040419,"Royal Lodge,Windsor,Berkshire,England",51.4837886,England,0,Europe,,,
GB,True,-0.6040419,"Augusta Lodge,Windsor,Berkshire,England",51.4837886,England,0,Europe,,,
DE,True,10.4153029,Meiningen,50.56761,Germany,0,Europe,,,
GB,True,-0.2537791,"Near Stanmore,Middlesex,England",51.5460558,England,0,Europe,,,
GB,True,-0.6040419,"St. George Chap.,Windsor,England",51.4837886,England,0,Europe,,,
DE,True,9.7288366,"Furstenhof,Hanover",52.3716259,Germany,0,Europe,,,
GB,True,-0.1377553,St. James Palac,51.5045329,United Kingdom,0,Europe,,,
GB,True,-0.3370444,Bushy Park,51.4168626,United Kingdom,0,Europe,,,
SE,True,15.4716503,Gottorp,58.5649996,Sweden,0,Europe,,,
DK,True,12.5930781,Amalienborg,55.6839601,Denmark,0,Europe,,,
DK,True,12.0819247,"Roskilde,Denmark",55.6433478,Denmark,0,Europe,,,
DE,True,9.4978479,Cassel,51.3157833,Germany,0,Europe,,,
DK,True,12.5523479,Bernstorff,55.7584315,Denmark,0,Europe,,,
DK,True,12.5700724,"Copenhagen,Denmark",55.6867243,Denmark,0,Europe,,,
CO,True,-74.0747515,Salonika,4.631736,Colombia,0,South America,,,
GR,True,23.7598529,Tatoi,38.0687218,Greece,0,Europe,,,
CH,True,6.6327025,"Lausanne,Switzerland",46.5218269,Switzerland,0,Europe,,,
DE,True,9.309977,"Schloss,Heiligenberg",47.8168027,Germany,0,Europe,,,
GB,True,-1.2649062,England,52.5310214,England,0,Europe,,,
IT,True,13.3524434,"Palermo,Italy",38.1112268,Italy,0,Europe,,,
BE,True,2.919496,Ostende,51.2258565,Belgium,0,Europe,,,
BE,True,4.3487134,"Laeken,Belgium",50.883392,Belgium,0,Europe,,,
DE,True,9.7385532,"Hanover,Germany",52.3744779,Germany,0,Europe,,,
DE,True,9.7385532,Hanover,52.3744779,Germany,0,Europe,,,
DE,True,10.7300263,Hildburghausen,50.4266327,Germany,0,Europe,,,
AT,True,13.8003048,"Gmunden,Austria",47.9185855,Austria,0,Europe,,,
AT,True,13.8003048,Gmunden,47.9185855,Austria,0,Europe,,,
GB,True,-3.420704,"Caernarvon,Castle,Wales",51.753359,Wales,0,Europe,,,
GB,True,-2.456937,"Berkeley Castle,Gloucestershire",51.6888596,United Kingdom,0,Europe,,,
GB,True,-2.2467498,"Gloucester,Cathedral",51.8673377,United Kingdom,0,Europe,,,
DE,True,9.2165039,"Sigmaringen,Germany",48.0869139,Germany,0,Europe,,,
RO,True,25.5481496,"Sinaia,Romania",45.345476,Romania,0,Europe,,,
GB,True,0.1628335,"Barnwell Church,,England",52.2161562,England,0,Europe,,,
GB,True,-0.1744856,"St. Marys Hosp.,Paddington,England",51.5161629,England,0,Europe,,,
,True,15.3381061,Czechoslovakia,49.7439047,Czech Republic,0,,,,
GB,True,-0.1423506,"Chapel Royal,St. James Palace,England",51.4987815,England,0,Europe,,,
DE,True,9.6972057,"Herrenhausen,Palace,Hannover,Germany",52.3909854,Germany,0,Europe,,,
GB,True,-0.1319441,"Westminster,Abbey,London,England",51.4981579,England,0,Europe,,,
GB,True,-0.1057857,"Leicester-House,,London,England",51.4676401,England,0,Europe,,,
NL,True,4.3113461,The Hague,52.0799838,Netherlands,0,Europe,,,
GB,True,-0.1450325,"Cavendish Square,,London,England",51.5164887,England,0,Europe,,,
GB,True,-0.1423506,"St. James Palace,,,England",51.4987815,England,0,Europe,,,
GB,True,-0.1057857,Leicester House,51.4676401,United Kingdom,0,Europe,,,
GB,True,-0.1277653,"London,,,England",51.5074456,England,0,Europe,,,
DE,True,8.9188179,Hanau,50.1354291,Germany,0,Europe,,,
GB,True,-0.1057857,"Leicester House,London,England",51.4676401,England,0,Europe,,,
DK,True,12.5800406,"Christiansborg,Denmark",55.6756505,Denmark,0,Europe,,,
DE,True,10.7014435,Gotha,50.9494849,Germany,0,Europe,,,
GB,True,-0.1334353,Norfolk House,51.5073666,United Kingdom,0,Europe,,,
MC,True,7.4276832,Monaco,43.7323492,Monaco,0,Europe,,,
GB,True,-0.0158088,Gloucester House,53.4701954,United Kingdom,0,Europe,,,
DE,True,10.081052,Celle,52.624056,Germany,0,Europe,,,
DE,True,9.7385532,"Leineschloss,Osnabruck,Hanover,Germany",52.3744779,Germany,0,Europe,,,
DE,True,8.047635,Osnabruck,52.2719595,Germany,0,Europe,,,
DE,True,9.675882,"Moved in 1957 to,Herrenhausen",52.407334,Germany,0,Europe,,,
DE,True,13.3951309,"Monbijou Palace,,Berlin,Germany",52.5173885,Germany,0,Europe,,,
DK,True,12.5800406,Christiansborg,55.6756505,Denmark,0,Europe,,,
PL,True,17.0653695,Dolzig,51.9866,Poland,0,Europe,,,
GB,True,-1.2703607,"Whippingham Ch.,Isle of Wight,,England",50.740502,England,0,Europe,,,
PT,True,-8.1353519,",,Portugal",39.6621648,Portugal,0,Europe,,,
DE,True,6.4107342,"Aachen,West Germany",51.132302,Germany,0,Europe,,,
DE,True,12.0763533,Greiz,50.7783814,Germany,0,Europe,,,
DE,True,14.5466945,"Frankfurt an der,Oder",52.3365359,Germany,0,Europe,,,
ES,True,2.0833386,"San Ildefonso,,Spain",41.3632004,Spain,0,Europe,,,
ES,True,-3.703507,"Madrid,,Spain",40.416782,Spain,0,Europe,,,
FR,True,7.0134418,"Cannes,France",43.5515198,France,0,Europe,,,
PT,True,-9.3901368,"Villa Mar y Sol,Estoril,Portugal",38.7095707,Portugal,0,Europe,,,
GB,True,0.4318137,"Appleton House,Sandringham,Norfolk,England",52.8427652,England,0,Europe,,,
NO,True,8.7876653,Norway,61.1529386,Norway,0,Europe,,,
NO,True,8.7876653,"Skaugum,Near Oslo,Norway",61.1529386,Norway,0,Europe,,,
SE,True,18.0672982,"Drottningholm,Near Stockholm,Sweden",59.3294531,Sweden,0,Europe,,,
DE,True,8.4034195,Karlsruhe,49.0068705,Germany,0,Europe,,,
IT,True,12.4829321,"Rome,Italy",41.8933203,Italy,0,Europe,,,
DE,True,7.9544958,Biebrich,50.3030289,Germany,0,Europe,,,
RO,True,25.5481496,"Pelesch,Sinaia,Romania",45.345476,Romania,0,Europe,,,
DE,True,10.9551991,"Blankenburg,Harz,Germany",51.7902676,Germany,0,Europe,,,
ES,True,-3.703507,"Madrid,Spain",40.416782,Spain,0,Europe,,,
GR,True,23.772085,Psychiko,38.0130854,Greece,0,Europe,,,
IT,True,12.3345898,"Venice,Italy",45.4371908,Italy,0,Europe,,,
RS,True,20.4456588,Belgrade,44.8153318,Serbia,0,Europe,,,
FR,True,2.7015872,"Fontainebleau,France",48.4049375,France,0,Europe,,,
FR,True,2.1022294,"Germain-en-Laye,France",48.9994177,France,0,Europe,,,
FR,True,2.3627508,"St. Denis,France",48.9383732,France,0,Europe,,,
DE,True,13.3951309,Berlin,52.5173885,Germany,0,Europe,,,
DE,True,13.0697772,"Marmorpalais,Potsdam",52.4128012,Germany,0,Europe,,,
DE,True,10.5348215,Wolfenbuttel,52.1625283,Germany,0,Europe,,,
PL,True,14.5509623,Stettin,53.4301818,Poland,0,Europe,,,
DE,True,13.3045162,Charlottenburg,52.5050484,Germany,0,Europe,,,
GB,True,-0.4422764,"Oatlands Park,Weybridge,Surrey,England",51.3753412,England,0,Europe,,,
DE,True,13.866575,Prenzlau,53.3167,Germany,0,Europe,,,
NL,True,4.3113461,"Oraniensaal,The Hague",52.0799838,Netherlands,0,Europe,,,
FI,True,25.9209164,"Near Borga,Finland,Finland",63.2467777,Finland,0,Europe,,,
GE,True,44.8014495,Tiflis,41.6934591,Georgia,0,Asia,,,
GB,True,-4.9207686,Pembroke Castle,51.6772486,United Kingdom,0,Europe,,,
GB,True,-0.5652554,Berkhamsted,51.7607271,United Kingdom,0,Europe,,,
CH,True,8.4386308,"Kussnacht,Switzerland",47.08385,Switzerland,0,Europe,,,
BE,True,4.3487134,Laeken,50.883392,Belgium,0,Europe,,,
BE,True,4.351697,"Brussels,Belgium",50.8465573,Belgium,0,Europe,,,
BE,True,4.368987,"Near Brussels,Belgium",50.8453219,Belgium,0,Europe,,,
BE,True,4.3476384,"Chateau de,Stuyvenberg",50.888955,Belgium,0,Europe,,,
SE,True,18.0395884,Haga Castle,59.3634097,Sweden,0,Europe,,,
DE,True,10.000654,"Hamburg,Germany",53.550341,Germany,0,Europe,,,
DK,True,12.5588664,"Charlottenlund,Nr: Copenhagen,Denmark",55.7003305,Denmark,0,Europe,,,
DE,True,11.4148038,Schwerin,53.6288297,Germany,0,Europe,,,
DK,True,12.5700724,Copenhagen,55.6867243,Denmark,0,Europe,,,
DK,True,12.5588664,"Sorgenfri,Nr: Copenhagen,Denmark",55.7003305,Denmark,0,Europe,,,
